total_sqft,price
1070,50.0
1000,58.0
1120,150.0
1150,56.0
1900,145.0
1141,49.0
937,44.0
1075,60.0
1000,65.3
1450,77.41
897,85.0
936,43.0
1280,75.0
1050,45.0
1350,86.0
1325,70.0
1174,59.0
1890,162.0
735,75.0
500,24.0
1304,80.0
1653,120.0
1075,52.0
1212,42.0
1100,50.0
3436,500.0
1200,145.0
1140,50.0
1200,100.0
1532,83.0
2776,195.0
1531,75.0
1270,50.79
1325,53.0
1200,160.0
1156,44.0
2000,320.0
1260,70.0
1934,90.0
1060,40.0
1476,95.0
1185,85.0
1265,82.0
3200,150.0
1196,56.81
1280,69.0
800,86.0
1175,45.0
1850,98.0
2400,525.0
1195,70.0
2000,185.0
600,100.0
800,155.0
1180,36.5
1050,49.87
1400,40.44
2360,150.0
1030,77.25
1512,65.01
929,48.0
1252,61.0
1485,115.0
1124,55.0
2400,370.0
1407,120.0
1482,97.0
1163,98.86
1570,140.0
3480,284.0
520,14.04
2000,160.0
1352,75.0
1152,65.0
1575,93.0
1965,125.0
1300,70.0
1,120.0
957,47.0
1740,60.0
1080,65.0
1060,35.0
975,50.0
1150,51.0
1738,79.0
1250,55.0
1788,90.0
1151,59.0
1300,60.0
1150,52.8
1380,75.0
1645,117.0
1141,45.9
1175,82.5
1355,61.0
1150,70.0
5800,80.0
1000,45.0
1007,65.0
3000,100.0
1436,70.0
4000,220.0
2372,140.0
1500,240.0
167Sq. Meter,10.0
1200,150.0
1016,58.0
1100,48.0
1080,45.0
1070,60.0
1532,115.0
1040,42.12
3100,250.0
1076 - 1199,48.905
1430,51.6
1160,163.0
3262,205.0
2100,410.0
1190,100.0
1827,100.0
1210,75.0
1500,95.0
1050,53.5
1251,88.73
1600,115.0
1128,65.5
1820,93.0
2072,159.0
1510,59.0
1925,114.0
2651,225.0
2072,147.0
1000,36.0
1752,145.0
960,56.0
1180,63.0
2270,180.0
650,59.0
1200,75.0
1180,46.0
1300,47.0
1157,40.0
1300,69.0
1305,59.0
2006,196.0
1290,80.0
1170,45.0
971,135.0
1400,78.0
1200,75.0
1155,60.0
1725,85.0
700,40.0
7000,2050.0
1112,88.0
1178,78.0
1274,81.0
915,32.0
1650,135.0
760,21.28
1540,68.0
1206,38.5
1645,95.0
1200,170.0
1200,140.0
2342,115.0
1200,55.0
1056,33.0
4800,225.0
1450,54.3
1161,36.69
1097,65.0
850,35.0
1715,115.0
2300,317.0
1200,59.0
1080,38.0
1200,50.3
2400,550.0
1400,78.0
1500,200.0
381 - 535,19.695
1230,57.0
1640,88.0
1700,125.0
1478,44.0
6600,986.0
1020,40.79
1200,150.0
1275,95.0
1600,165.0
1110,38.85
1627.86,88.0
620,22.0
3004,285.0
1133,52.0
1182,82.5
1500,100.0
3900,360.0
1200,58.0
1128,48.79
2215 - 2475,293.0
900,110.0
1100,45.0
635,22.0
2062,140.0
1874,130.0
600,78.0
1171,75.0
2020,85.0
1059,34.5
1315,59.1
1760,110.0
1200,125.0
1192,62.0
1645,121.0
1250,72.0
524 - 894,34.385
1340,77.0
2388,239.0
1369.1,104.0
1355,75.0
1150,65.0
1938,113.0
2462,124.0
1636,85.0
1430,75.0
2000,85.0
993,50.0
1260,150.0
1700,88.0
1270,78.0
1500,121.0
2300,290.0
7500,900.0
1650,86.45
1109,63.0
1280,49.75
2885,185.0
1200,145.0
1600,180.0
1462,71.0
607,35.0
930,25.0
4500,300.0
1200,160.0
2600,237.0
3000,140.0
1418,52.47
4200,160.0
1125,65.0
1825,126.0
1320,79.5
3000,140.0
1490,300.0
1650,300.0
750,52.7
1400,80.54
4104,360.0
5000,375.0
3295,260.0
1150,110.0
1200,61.96
965,48.0
812,26.0
1100,43.0
1180,41.0
1145,48.0
1027,44.0
1215,49.85
1200,75.0
1015,58.0
2400,165.0
3000,306.0
3300,160.0
1076,52.0
1300,109.0
1300,102.0
1512,123.0
1053.4,88.91
540 - 670,41.745
1153,65.0
2080,150.0
1255,69.0
315Sq. Yards,260.0
1583,109.0
1505,90.0
1365,75.08
1200,95.75
1810,148.0
440,35.0
975,63.0
1250,39.0
1530,97.0
1300,39.0
1115,40.0
1308,83.0
1194,47.0
1490,59.6
10000,450.0
1592,91.0
1222,112.0
1267,42.85
656,53.0
3400,530.0
4500,400.0
1200,36.0
1698,102.0
1500,70.0
2000,80.0
1152,65.75
550,21.0
900,42.0
1410,45.12
1419,73.0
1200,55.0
1800,65.0
990,40.0
1016,45.0
1100,39.0
850,65.0
1095,35.0
2000,85.0
1444,70.0
1415,67.0
1500,130.0
1600,72.0
1105,41.36
1225,45.03
2560,265.0
1080,37.8
2400,150.0
1856,135.0
1464,56.0
2100,71.0
1150,77.0
1200,98.0
1650 - 2538,113.19
1485,67.0
2500,75.0
1200,45.0
1036,59.46
3445,270.0
1400,80.0
1110,33.0
1150,48.0
715,45.0
1200,130.0
1200,260.0
2283,130.0
1790,250.0
1453,43.58
1400,85.0
1400,65.0
1700,140.0
1591,120.0
1515,79.0
2500,200.0
975,24.86
1382,76.18
1750,350.0
1533,150.0
3815,763.0
1100,38.0
3730,450.0
1500,120.0
1391,64.5
1160,42.92
620,27.0
2400,350.0
1200,130.0
4827,400.0
1482,60.98
1405,84.5
1190,40.0
1174,78.0
1155,72.0
1411,93.04
745,50.0
1000,30.0
923,50.0
1000,32.0
1276,45.0
1460,70.0
1355,95.0
833,49.0
1200,275.0
1750,450.0
1200,48.0
669,36.85
2200,105.0
1594,125.0
1790,105.0
1020,45.0
3250,850.0
1037,36.28
1345,57.0
1070,43.0
3000,270.0
1385,76.18
1207,79.9
1140,55.5
1220,68.0
3811,475.0
3596,252.0
1965,120.0
1760,115.0
1225,70.0
1075,52.43
1000,68.0
1891,109.0
1322,86.0
1095,215.0
3600,260.0
1045,36.58
1545,85.0
1996,135.0
1125,70.0
1560,115.0
2000,85.0
3100,310.0
780,35.0
1350,110.0
2275,180.0
1350,41.0
1464,56.0
1570,64.5
708,28.32
1680,160.0
1400,82.0
1310,72.0
3300,165.0
1175,57.0
1428,80.0
750,62.0
3252,280.0
1194,46.0
750,200.0
1080,35.0
1200,68.0
1200,45.0
1200,120.0
1320,38.13
1842,115.0
1146,55.0
440,28.0
1048,50.0
1801,115.0
1232,69.61
1150,90.0
1868,120.0
1445,47.1
1466,140.0
1730,100.0
3860,402.0
1185,70.0
3027,260.0
2400,147.0
1185,49.0
1150,49.0
2000,180.0
875,98.0
1075,35.0
1760,123.0
1600,63.98
910,140.0
1000,78.0
1215,90.0
1734,125.0
1280,60.0
1113,55.0
1272,48.0
1240,41.0
704,92.0
1100,70.0
896,30.13
3657,220.0
1200,35.0
2800,155.0
2790,198.0
3500,198.0
3600,150.0
1500,30.0
1200,220.0
1096,48.0
580,95.0
1094,44.0
1100,49.0
2725 - 3250,191.0
2503,325.0
1145,40.0
1550,74.5
1830,82.0
1746,84.95
1280,115.0
918,27.54
645,16.45
1305,60.0
1207,62.0
1678,125.0
950,50.0
1200,240.0
1070,55.0
1732.46,92.0
1639,40.98
1360,103.0
2592,250.0
4470,700.0
720,62.0
1656,150.0
985,49.0
1999,135.0
1050,75.0
1440,64.0
1600,160.0
1253,52.66
1200,85.0
1360,75.0
1086,47.5
1655,155.0
2600,260.0
1418,78.0
1270,100.0
1410,52.17
1150,74.0
600,45.0
1440,65.8
1200,108.0
1200,75.0
1410,50.06
1200,92.0
600,60.0
624,35.0
1060,58.0
3960,386.0
1200,45.0
1200,175.0
1917,60.0
950,40.0
3040,48.0
1250,50.0
1235,60.0
722,46.0
2775,165.0
1200,93.0
1400,68.0
1225,60.0
1220,58.5
705,52.5
1880,94.36
1200,70.0
1550,60.0
1893,130.0
1650,75.0
1113,46.0
1500,203.0
1800,180.0
1586,70.0
4000,235.0
1541,80.0
1830,101.0
1200,48.0
1800,72.0
1015,40.0
1120,37.95
706,48.24
1350,85.0
610,95.0
1900,99.0
1200,243.0
3000,150.0
1075,42.0
1290,80.0
1200,50.0
1150,53.11
1360,61.2
4500,500.0
935,32.73
1730,140.0
1260,53.0
675,125.0
4000,650.0
950,45.68
600,85.0
2500,120.0
3216,300.0
800,120.0
1991,88.0
1115,60.0
1900,150.0
1109,41.49
2340,129.0
1200,300.0
4356,850.0
1005,43.0
416,19.5
1394,100.0
2138,110.0
1550,160.0
1300,80.0
1265,82.0
1140,52.0
1050,40.0
1100,48.0
1012,59.0
1600,112.0
1326,57.0
1654,85.0
1705,290.0
1070,42.8
1700,95.0
910.2,80.64
1140,50.66
4960,400.0
2254,170.0
945,47.0
2462,150.0
1350,240.0
615,44.0
1110,65.0
575,88.0
1025,54.1
1758,95.0
3179,351.0
1342,92.0
1800,85.0
2928,198.0
1140,32.0
1608,85.0
1645,82.0
1410,56.4
1200,52.0
1275,41.5
3800,600.0
909,40.0
1200,85.0
1080,73.0
1200,34.0
1092,60.0
1932,135.0
1156,72.0
924,35.11
1330,75.0
1917,113.0
985,25.12
2400,408.0
1800,500.0
1290,225.0
655,53.0
1800,140.0
1360,45.0
1785,118.0
4000,130.0
1645,120.0
1235,63.0
900,48.0
662,42.0
1440,100.0
1215,62.0
845,37.0
1525,87.0
1000,48.0
1255,90.0
1560,120.0
2100,110.0
1620,85.0
1595,90.0
1095,38.52
835,37.0
2182,72.04
1418,106.0
1900,180.0
2700,175.0
1070,48.0
2000,150.0
2400,660.0
755,42.41
1645,117.0
2400,190.0
645,16.45
3900,333.0
2400,200.0
2416,600.0
919,28.0
1725,110.0
1346,71.32
1070,45.0
1225,35.52
880,75.0
640,20.5
1310,52.4
1190,39.0
1645,87.5
1350,89.0
1404,68.8
1105,35.0
900,41.0
1650,320.0
1100,41.15
2100,95.0
1948,130.0
1464,56.0
1210,45.0
4000,220.0
1252,55.0
1200,240.0
3905,290.0
2600,140.0
1300,89.13
1130,73.0
1200,135.0
1690,125.0
4500,360.0
950,60.0
1020,57.0
2107,95.0
1735,72.0
915,37.0
1450,68.0
2215,156.0
2431,100.0
1804,102.0
1600,88.0
1280,75.0
1255,77.68
1320,150.0
1257,69.0
1240,53.27
1200,240.0
1850,150.0
1255,66.0
870,36.0
1789,98.0
800,110.0
660,18.0
600,54.0
1155,56.0
1235,65.0
2675,140.0
1025,50.0
1395,72.0
1530,74.4
1252,71.0
1081,30.27
1255,130.0
2062,150.0
1220,56.0
1408,55.0
1180,60.0
715,29.0
1230,94.5
1035,45.5
3360,225.0
1300,77.99
1100,52.97
1216,84.0
1450,62.63
705,57.0
1385,64.0
1200,36.1
1310,32.75
1043,39.5
1320,110.0
1900,205.0
1140,39.9
1100,45.0
1586,90.0
975,24.86
1365,60.0
1263,107.0
1565,59.76
1163,180.0
2882,204.0
2320,170.0
1750,99.0
1143,55.0
1936,118.0
660,15.0
700,19.0
1402,85.0
4640,600.0
1000,41.0
1000,35.0
818,26.0
1680,135.0
2422,150.0
1145,100.0
1190,30.35
1145,62.0
1575,68.0
9000,390.0
1200,46.0
1500,63.0
2560,75.0
1583,76.1
700,34.98
950,38.0
1041,36.44
1085,70.0
1070,37.0
1165,45.0
1000,35.0
1169,64.0
1150,110.0
1840,140.0
1550,75.0
997,53.0
1457,60.0
1000,60.0
1000,60.0
1500,88.0
958,210.0
1165,75.0
1200,169.0
1787,123.0
1288,70.0
1430,54.11
3035,271.0
750,25.5
900,115.0
1200,67.77
1500,78.0
1230,66.25
780,55.0
1220,80.0
1110,43.0
2100,240.0
1380,150.0
1690,85.0
1130,78.0
1213,59.32
900,45.0
1199,85.0
5000,290.0
1974 - 2171,111.0
700,100.0
661,36.0
1804,285.0
1710,100.0
1030,50.0
1220,56.0
1530,73.5
1200,78.0
2000,85.0
300,20.0
1751,115.0
800,170.0
1255,79.0
1778,122.0
1100,45.0
1480,65.0
1358,81.0
580,27.0
1197,63.0
1200,170.0
1705,110.0
1310,37.83
1132,67.9
1200,140.0
814,55.0
1575,90.0
1302,66.0
1800,175.0
2006.8,196.0
1100,44.0
2400,400.0
830,37.0
435,19.5
1590,120.0
1140,33.06
1090,59.8
1922,106.0
965,67.0
883,40.95
1062,42.47
888 - 1290,32.67
1358,43.1
1108,87.0
1197,79.0
1190,50.0
3754,430.0
1749,117.0
1750,215.0
1691,104.0
1449,100.0
1360 - 1890,87.72
1400,80.0
1310,37.83
1100,48.0
1230,53.51
1750,130.0
1450,100.0
1810,126.0
1246,62.3
1420,85.0
2658,187.0
1450,89.6
1200,230.0
1367,62.0
2254,170.0
1160,42.0
1200,185.0
1711,75.0
750,112.0
1120,37.97
950,47.0
1560,145.0
1250,125.0
1225,60.0
1200,66.0
1340,77.0
1846,145.0
1155,46.0
1205,70.0
1140,36.0
1140,38.65
1300,63.0
1051,60.0
1134,45.36
2500,260.0
12000,1900.0
1135,32.91
1745,77.0
500,92.0
1665,105.0
1220,48.79
1868,113.0
640,45.0
2300,200.0
1210,76.0
1351,77.0
1636,119.0
2400,450.0
1464,56.0
418,12.0
1339,62.0
2370,195.0
1530,74.5
1100,46.0
1350,58.0
1290,52.0
1220,35.23
1846,155.0
1847,135.0
3100,350.0
1430,110.0
935,45.0
1350,85.0
540,60.0
1590,96.5
1286,67.0
1141,40.0
1554,130.0
3520,430.0
7500,1700.0
1749,112.0
2250,360.0
1140,45.0
1632,128.0
1000,41.0
1065,58.0
1520,96.0
1075,43.0
5,115.0
1539,52.36
1342,115.0
1004,49.0
1295,95.0
1098,74.0
1070,45.5
1016,40.0
1450,68.0
654,37.0
5985,775.0
1080,38.0
1046,75.0
1950,165.0
1610,84.53
2493,115.0
1151,50.5
1125,58.0
992,25.79
1000,60.0
2400,510.0
1850,90.0
1174,75.0
2466 - 2856,226.5
1100,45.0
1095,38.33
3580,411.0
900,155.0
1082,42.0
1350,47.24
1314,78.0
1290,40.63
1010,55.0
2200,110.0
1636,97.0
1050,39.0
1200,200.0
1520,125.0
2500,110.0
1067,60.0
1060,35.0
955,35.28
1418,104.0
1200,225.0
700,19.4
1366,83.0
1090,35.03
1250,58.0
3600,450.0
950,33.0
1470,170.0
1250,40.0
800,180.0
1494,94.55
1445,105.0
1397,105.0
606,40.0
861,34.5
1170,40.0
2461,353.0
1205,75.0
1224,200.0
660,75.0
1153,43.5
2400,275.0
4500,294.0
1200,62.0
1450,42.0
1139,60.0
1530,105.0
825,400.0
1575,101.0
650,25.0
1120,40.0
1700,80.0
1090,48.0
1897,93.0
1200,72.0
700,40.0
1437,71.13
1856,120.0
1500,65.0
1036,59.45
3000,90.0
1125,40.0
1320,55.44
2215,310.0
660,16.0
1730,110.0
750,85.0
1804,115.0
1795,140.0
1050,50.0
2100,120.0
1199,48.5
1350,280.0
1100,47.0
1000,75.0
1254,70.0
600,70.0
940,49.0
1280,80.0
2155,125.0
3200,140.0
4260,272.0
1255,95.0
1388,69.99
905,52.0
1176,44.0
1390,61.16
2400,400.0
1160,55.0
2800,140.0
1200,205.0
1583,115.0
1252,63.0
1170,86.0
1350,51.0
1075,30.0
972,40.0
1486,83.22
555,37.0
4830,390.0
850,75.0
1282,178.0
2790,198.0
2383,215.0
1103,55.0
1577,67.0
1465,80.01
1600,64.0
1090,45.0
1721,80.86
1100,55.0
1450,71.0
1071,62.0
2266,169.0
2065,130.0
1800,90.0
1150,125.0
1200,220.0
1123,56.0
1884,98.0
930,85.0
1145,75.0
1328,60.0
950,55.0
1250,59.0
1115,46.0
1318,54.0
3300,160.0
1280,48.0
1230,59.0
1420,60.0
2111,120.0
1100,54.0
1750,136.0
2550,290.0
700,35.0
1050,42.0
1235,90.0
1200,63.0
900,30.0
1146,38.0
1200,110.0
2400,200.0
1200,108.0
615,24.0
1070,49.65
1538,300.0
1355,58.25
3080,285.0
1800,80.0
1400,50.06
1123,48.0
1200,130.0
787,31.0
1082,45.0
1096,41.0
1200,140.0
1140,130.0
1130,52.0
550,12.0
1058,85.0
1269,73.0
946,140.0
3400,420.0
2689,245.0
1976,65.21
1820,77.0
1329,56.0
1350,80.99
1250,175.0
1205,40.0
800,98.0
1339,71.5
938,35.0
450,25.0
1100,70.0
600,95.0
1060,40.0
1125,40.0
810,21.0
1060,65.0
1749,90.0
1200,75.0
1100,85.0
660 - 700,32.64
720,48.0
6613,950.0
1925,110.0
502,25.0
3339,250.0
1475,74.0
1550,258.0
966,49.0
1350,160.0
1300,75.0
4400,350.0
1559,120.0
1246,63.0
2790,950.0
1410,53.58
1300,75.0
1339,58.0
900,75.0
1104,35.5
900,45.0
1550,79.0
670,35.0
1483,98.0
1540,70.0
1200,100.0
1255,54.5
600,100.0
1036,110.0
1460,75.0
1230,58.0
1340,60.0
1600,61.37
2162,200.0
919,40.0
1070,38.9
1733,85.0
1221,72.0
1041,36.44
2550,149.0
1400,70.0
600,55.0
710,40.0
1500,78.25
3122,237.0
2061,175.0
2400,325.0
1255,95.0
2425,140.0
1031,55.0
1210,74.0
950,40.0
1376,156.0
1161,55.15
1303,44.17
1418,105.0
1200,65.0
1825,175.0
1015,48.0
1150,60.0
1010,40.0
1508,75.0
1275,87.0
1460,70.0
946,58.0
1110,58.0
1832,125.0
1088,61.45
1564,104.0
1030,35.02
660,27.0
1700,95.0
1100,121.0
1205,62.9
1950,90.0
1080,62.0
2800,140.0
999,43.66
900,175.0
1300,89.76
1265,78.0
1200,42.0
1974,106.0
1180,40.0
1350,63.0
1560,65.0
2800,650.0
1085,41.23
1300,75.0
1600,56.0
1127,55.0
795,32.0
1850,88.0
1020,29.45
1475,200.0
1200,96.25
1345,47.0
849,25.4
1706,135.0
2100,180.0
1250,65.0
1260,63.58
1265,65.0
1260,45.0
1045,58.0
3895,495.0
385 - 440,19.8
1100,62.0
1113,50.0
2774,208.0
1210,60.0
700,30.84
1155,55.5
1132,89.0
1359,104.0
2631,200.0
1145,56.0
600,30.0
1200,125.0
830,60.0
1009,56.0
1800,195.0
1226,52.71
1500,88.0
1363,79.0
1400,240.0
1165,33.64
2792,220.0
700,59.0
1060,42.0
1200,67.0
1518,76.0
1495,75.0
1575,90.0
1440,170.0
1545,69.0
1470,50.0
1500,95.0
1450,81.0
1179,49.0
1650,110.0
1095,32.0
856,48.0
1143,62.0
1349,97.8
1280,45.0
480,60.0
1216,69.06
2493,115.0
1290,120.0
1200,96.0
1156,42.0
1230,44.0
1070,33.15
2100 - 5405,177.115
1235,49.3
1117,110.0
1724,124.0
1200,90.0
600,43.0
1930,57.9
1216,75.0
1452,60.0
1355,78.0
7500,425.0
2145,190.0
957,53.0
925,48.0
1550,59.0
4000,899.0
2100,140.0
1115,61.0
1692,83.0
1100,52.0
1385,69.0
760,24.9
1335,67.0
910,45.0
1610,55.0
1341,75.76
1200,70.0
1285,44.98
2100,252.0
1679,92.13
2675,290.0
1016,45.9
1500,650.0
660,100.0
2448,400.0
924,35.11
500,31.0
1800,88.0
1255,77.0
1040,50.0
1062,47.0
770 - 841,19.33
950,60.0
1216,73.0
1300,98.0
1390,65.0
1033,52.58
1390,65.31
1020,52.0
524 - 894,34.735
1140,45.0
670,36.85
2171,111.0
1136,48.0
1477,80.0
1001,30.0
1040,48.86
1060,48.5
1240,44.3
3500,450.0
42000,175.0
1070,46.0
1253,65.8
1190,60.0
1312,55.0
750,40.0
1615,115.0
1095,60.0
1745,100.0
1050,52.5
2080,440.0
1220,44.6
1793,98.0
1100,45.0
1385,65.0
1200,45.0
2017,125.0
400,10.0
1400,44.81
960,33.0
1125,47.0
1551,60.0
600,122.0
1246,67.4
3200,224.0
1060,48.0
1384,59.0
620,23.0
1005,39.77
1200,128.0
1400,35.0
2400,88.0
1096,39.0
1180,50.0
1300,47.0
1020,62.0
600,35.0
3563,310.0
1165,47.0
1685,100.0
1580,53.56
1210,83.0
1030,25.75
1100,43.5
1255,77.68
1482,86.0
1344,108.0
1275,39.8
462,38.0
3300,318.0
1210,85.0
1320,226.0
1532,98.13
1245,110.0
1212,50.0
1230,65.0
1000,180.0
2257,159.0
1246,65.4
1080,41.0
3Cents,75.0
1360,85.0
1260,47.88
1200,110.0
1418,104.0
1200,165.0
950,39.0
1020,55.0
1400,40.44
1440,88.0
800,75.0
1310 - 1615,62.81
1175,69.0
1185,40.17
2250,113.0
1178,40.43
36000,450.0
825,44.9
1250,43.0
1113.12,55.0
1718,223.0
1010,35.0
900,41.0
1500,240.0
540,16.5
1020,29.46
1194,71.64
1470,300.0
600,100.0
1108,67.15
3895,451.0
700,34.99
1600,68.0
1850,90.0
1250,33.0
600,43.0
1140,49.27
1200,75.0
985,55.0
982,55.0
600,20.0
2640,142.0
1314,68.8
1700,68.5
1077,93.0
1782 - 2000,66.165
2000,99.0
1643,75.0
1200,67.0
1116,51.91
1020,41.82
621,64.0
1740,55.0
1225,47.0
1241,61.0
1041,40.6
1050,46.0
4400,901.0
1309,64.39
1128,45.0
1430,50.0
1065,47.86
1085,64.0
750,30.0
981,37.28
1548.3,129.0
2302,300.0
1410,60.0
1525.84,117.0
1200,42.6
1030,80.0
1852,95.0
1160,33.5
918,49.0
1255,90.0
1200,250.0
1150,49.9
2700,324.0
1150,69.0
1227,53.49
1255,77.68
840,120.0
1198,82.0
1200,160.0
188.89Sq. Yards,180.0
2600,95.0
2072,139.0
797,32.0
1350,68.0
2500,200.0
2215,160.0
525,30.0
2700,260.0
1500,90.0
900,55.0
1355,58.27
1465,49.81
1006,57.0
2000,75.0
1128,65.7
850,35.0
1310,68.0
1390,86.0
1390,76.45
2396,325.0
1170,33.0
1385,50.0
1160,42.0
1160,33.5
1200,69.0
1475,55.0
1939,98.0
850,42.0
675,45.0
1060,51.0
1235,47.0
600,110.0
1250,60.0
1460,70.0
1690,85.0
850,57.0
1843,82.0
1680,117.0
1047,84.0
1100,35.0
3250,600.0
1120,53.0
1095,38.33
970,35.0
1200,125.0
1100,85.0
1685,85.0
1148,59.0
1050,65.0
1465,76.0
3401,230.0
630,60.0
1850,150.0
1200,175.0
1750,225.0
1350,60.0
1760,160.0
1440,185.0
1200,42.0
1100,78.0
1140,46.0
1469 - 1766,73.595
1410,45.0
1434,67.39
1180,74.0
1160,42.0
1343,86.0
1184,69.0
2246,300.0
4510,200.0
1305,59.0
3785,280.0
1540,85.0
1550,65.11
1345,57.0
975,45.0
1140,46.0
1152,34.56
3200,700.0
1033,31.5
1800,230.0
1102,53.67
1223,42.81
1762,112.0
560,16.6
2000,85.0
1410,38.0
1853,64.86
1455,69.0
1138,110.0
2556,169.0
1200,66.5
1200,37.0
204Sq. Meter,185.0
1200,36.0
1870,138.0
1199,86.0
800,150.0
1360,54.4
1230,53.0
2000,120.0
1200,250.0
1047,83.0
6000,260.0
1200,76.0
1255 - 1350,44.285
725,30.0
1645,100.0
870,65.0
1026,49.95
2000,145.0
1710,200.0
1766,130.0
500,15.0
1100,15.0
1221,52.0
680,46.0
1278,90.0
1025,66.0
1175,39.0
870 - 1080,28.275
600,75.0
850,42.0
710,25.0
1165,33.64
625,19.0
1340,66.0
937,35.0
1500,210.0
750,52.5
45Sq. Yards,400.0
1475,78.0
2230,130.0
2200,100.0
900,65.0
1116,37.0
948,75.0
970,55.0
1519,67.23
1200,65.0
1760,127.0
4400,525.0
1914,179.0
1820,85.5
1820,93.0
1565,78.0
1334,42.69
924,76.23
914,49.0
500,17.0
2145,125.0
1200,162.0
1650,100.0
3940,220.0
1020,29.45
1180,58.0
1255,120.0
2777.29,650.0
1014,35.0
920,90.0
695,25.0
2273,220.0
1140,48.95
3000,375.0
1180,41.0
2400,152.0
850,25.0
1200,60.0
3160,206.0
1769,96.87
133.3Sq. Yards,160.0
1554.3,131.0
1243,46.0
4920,1150.0
905,40.0
627,30.0
2180,285.0
2400,260.0
1435,73.0
3405.1,400.0
1620,130.0
1862,125.0
674,19.9
1220,59.0
1027,44.0
1025,49.0
1430,54.5
1235,65.0
1291,32.0
1498,95.0
2180,240.0
1000,29.7
922,70.0
850,72.0
750,155.0
1123,64.0
1235,75.0
1250,55.55
2403,360.0
984,45.91
1305,99.0
1200,65.0
600,90.0
2790,204.0
2010,125.0
995,42.0
1277,59.0
1236,61.33
1265,67.0
525,27.0
2570,141.0
2400,390.0
1442,56.24
1224,70.0
1205,59.0
1233,100.0
1312,69.0
1449,90.0
1090,54.0
2100,150.0
1390,62.55
1200,78.0
600,50.0
1000,58.0
2400,190.0
1732,85.73
1290,80.0
1840,85.0
1917,100.0
1100,57.0
1455,60.0
2774,208.0
1200,255.0
1425,65.0
1655,113.0
2805,160.0
600,93.0
1040,46.79
1126,55.0
1600,200.0
1250,55.55
1800,180.0
1200,53.0
2050,100.0
530,29.44
2580 - 2591,139.5
883,37.0
1490,59.6
1295,95.0
1275,59.0
800,30.0
1200,95.0
1063,58.0
656,43.0
1125,36.0
881,48.06
1350,200.0
700,32.0
1936,110.0
1680,101.0
1253,57.0
1640,230.0
1082,50.0
1065,30.75
2100,145.0
1070,58.0
1280,57.6
1200,300.0
1125,29.25
1755,122.0
1210,54.0
951,30.43
1500,75.0
1652.5,90.0
1381,76.18
1085,57.0
905,50.0
1685,95.0
1200,75.0
1151,42.9
3532,170.0
1665,86.91
800,40.0
1050,162.0
1030,46.5
1257,71.03
1600,82.0
1465,75.0
1650,111.0
1243,46.0
680,80.0
1230,80.0
1300,82.0
1000,44.5
1146,53.8
1200,120.0
2601,312.0
2159,110.0
1255,40.0
1130,60.0
1200,60.0
1040,37.0
1500,150.0
906,55.0
1180,41.3
1200,169.0
850,100.0
1200,47.0
1374,51.0
4700,130.0
613 - 648,32.15
2400,480.0
1027,44.0
1200,130.0
2384,165.0
1033,28.41
1200,54.0
2017,105.0
1500,138.0
700,43.0
1150,75.0
1495,52.33
1302,68.5
905,52.0
1303,55.79
1350,71.0
1380,95.0
1620,110.0
4800,250.0
1000,38.5
800,88.0
1250,54.0
1750,170.0
997,55.0
1760,111.0
1322,75.0
1365,99.0
1500,125.0
1256,50.0
941,48.0
5000,465.0
1665,86.58
1414,84.18
1270,55.25
800,80.0
4100,300.0
1800,105.0
850,35.0
712,38.44
2563 - 2733,251.5
900,180.0
900,55.0
1200,49.0
654,22.0
708,55.0
600,75.0
1680,135.0
990,58.0
1380,42.0
1088,62.0
1414,77.5
1240,100.0
1810,118.0
2005,240.0
1185,58.0
1200,57.15
1070,52.0
1265,58.0
1100,55.0
1035,44.0
605 - 624,30.715
1000,97.0
1179,49.35
1650,84.0
2800,100.0
3500,120.0
1430,78.65
1130,58.0
1850,110.0
1340,54.24
4260 - 4408,338.0
600,30.0
2582,250.0
1160,55.0
1200,45.0
1116,37.6
600,85.0
2663,338.0
1090,45.0
1100,45.0
1365,34.13
1484,79.19
1630,68.0
1451,52.43
1330,107.0
2127,135.0
875,120.0
1260,65.0
1173,45.75
1445,56.0
2250,400.0
1500,239.0
1349 - 3324,115.89
1197,47.88
1200,225.0
3930,329.0
1450,62.4
1187,37.85
4000,850.0
1050,41.0
1370,54.8
1036,39.37
1275,41.2
2010,115.0
1418,106.0
1265,46.6
1576,58.0
1148,56.0
1000,36.0
1293,85.0
1200,66.0
1210,75.0
1126,69.0
1840,175.0
1440,70.0
1300,52.0
1276,75.0
600,105.0
1216,83.0
840,75.0
1240,300.0
1126,39.0
45,23.0
1162,65.0
1301,65.0
658,34.0
1350,250.0
2500,280.0
78.03Sq. Meter,63.0
1208.51,42.0
1133,38.41
1760,116.0
1075,52.0
940,25.38
1145,57.0
1255 - 1350,67.73
3900,550.0
3300 - 3335,268.5
1300,50.0
2475,326.0
2040,200.0
1200,150.0
2420,190.0
1216,80.0
1459,110.0
1622,80.0
1843,85.0
1274,81.0
600,52.0
1430,69.5
1800,280.0
1565,57.91
1670,160.0
1695,150.0
1410,75.0
1060,42.0
1120,50.0
880,50.0
1083,32.49
1435,57.2
1425,56.99
900,50.0
2400,93.0
693,34.3
600,90.0
2435,119.0
1920,150.0
630,47.0
1075,50.0
1200,101.0
705,55.0
1200,75.6
1532,62.0
